Nall = 64000               
rho = 0.04459
type                Na_Na               Na_Cl               Cl_Na               Cl_Cl               
0.53250             0.00000             0.00000             0.00000             0.00000             
0.53750             0.00000             0.00000             0.00000             0.00000             
0.54250             0.00000             0.00000             0.00000             0.00000             
0.54750             0.00000             0.00000             0.00000             0.00000             
0.55250             0.00000             0.00000             0.00000             0.00000             
0.55750             0.00000             0.00000             0.00000             0.00000             
0.56250             0.00000             0.00000             0.00000             0.00000             
0.56750             0.00000             0.00000             0.00000             0.00000             
0.57250             0.00000             0.00000             0.00000             0.00000             
0.57750             0.00000             0.00000             0.00000             0.00000             
0.58250             0.00000             0.00000             0.00000             0.00000             
0.58750             0.00000             0.00000             0.00000             0.00000             
0.59250             0.00000             0.00000             0.00000             0.00000             
0.59750             0.00000             0.00000             0.00000             0.00000             
0.60250             0.00000             0.00000             0.00000             0.00000             
0.60750             0.00000             0.00000             0.00000             0.00000             
0.61250             0.00000             0.00000             0.00000             0.00000             
0.61750             0.00000             0.00000             0.00000             0.00000             
0.62250             0.00000             0.00000             0.00000             0.00000             
0.62750             0.00000             0.00000             0.00000             0.00000             
0.63250             0.00000             0.00000             0.00000             0.00000             
0.63750             0.00000             0.00000             0.00000             0.00000             
0.64250             0.00000             0.00000             0.00000             0.00000             
0.64750             0.00000             0.00000             0.00000             0.00000             
0.65250             0.00000             0.00000             0.00000             0.00000             
0.65750             0.00000             0.00000             0.00000             0.00000             
0.66250             0.00000             0.00000             0.00000             0.00000             
0.66750             0.00000             0.00000             0.00000             0.00000             
0.67250             0.00000             0.00000             0.00000             0.00000             
0.67750             0.00000             0.00000             0.00000             0.00000             
0.68250             0.00000             0.00000             0.00000             0.00000             
0.68750             0.00000             0.00000             0.00000             0.00000             
0.69250             0.00000             0.00000             0.00000             0.00000             
0.69750             0.00000             0.00000             0.00000             0.00000             
0.70250             0.00000             0.00000             0.00000             0.00000             
0.70750             0.00000             0.00000             0.00000             0.00000             
0.71250             0.00000             0.00000             0.00000             0.00000             
0.71750             0.00000             0.00000             0.00000             0.00000             
0.72250             0.00000             0.00000             0.00000             0.00000             
0.72750             0.00000             0.00000             0.00000             0.00000             
0.73250             0.00000             0.00000             0.00000             0.00000             
0.73750             0.00000             0.00000             0.00000             0.00000             
0.74250             0.00000             0.00000             0.00000             0.00000             
0.74750             0.00000             0.00000             0.00000             0.00000             
0.75250             0.00000             0.00000             0.00000             0.00000             
0.75750             0.00000             0.00000             0.00000             0.00000             
0.76250             0.00000             0.00000             0.00000             0.00000             
0.76750             0.00000             0.00000             0.00000             0.00000             
0.77250             0.00000             0.00000             0.00000             0.00000             
0.77750             0.00000             0.00000             0.00000             0.00000             
0.78250             0.00000             0.00000             0.00000             0.00000             
0.78750             0.00000             0.00000             0.00000             0.00000             
0.79250             0.00000             0.00000             0.00000             0.00000             
0.79750             0.00000             0.00000             0.00000             0.00000             
0.80250             0.00000             0.00000             0.00000             0.00000             
0.80750             0.00000             0.00000             0.00000             0.00000             
0.81250             0.00000             0.00000             0.00000             0.00000             
0.81750             0.00000             0.00000             0.00000             0.00000             
0.82250             0.00000             0.00000             0.00000             0.00000             
0.82750             0.00000             0.00000             0.00000             0.00000             
0.83250             0.00000             0.00000             0.00000             0.00000             
0.83750             0.00000             0.00000             0.00000             0.00000             
0.84250             0.00000             0.00000             0.00000             0.00000             
0.84750             0.00000             0.00000             0.00000             0.00000             
0.85250             0.00000             0.00000             0.00000             0.00000             
0.85750             0.00000             0.00000             0.00000             0.00000             
0.86250             0.00000             0.00000             0.00000             0.00000             
0.86750             0.00000             0.00000             0.00000             0.00000             
0.87250             0.00000             0.00000             0.00000             0.00000             
0.87750             0.00000             0.00000             0.00000             0.00000             
0.88250             0.00000             0.00000             0.00000             0.00000             
0.88750             0.00000             0.00000             0.00000             0.00000             
0.89250             0.00000             0.00000             0.00000             0.00000             
0.89750             0.00000             0.00000             0.00000             0.00000             
0.90250             0.00000             0.00000             0.00000             0.00000             
0.90750             0.00000             0.00000             0.00000             0.00000             
0.91250             0.00000             0.00000             0.00000             0.00000             
0.91750             0.00000             0.00000             0.00000             0.00000             
0.92250             0.00000             0.00000             0.00000             0.00000             
0.92750             0.00000             0.00000             0.00000             0.00000             
0.93250             0.00000             0.00000             0.00000             0.00000             
0.93750             0.00000             0.00000             0.00000             0.00000             
0.94250             0.00000             0.00000             0.00000             0.00000             
0.94750             0.00000             0.00000             0.00000             0.00000             
0.95250             0.00000             0.00000             0.00000             0.00000             
0.95750             0.00000             0.00000             0.00000             0.00000             
0.96250             0.00000             0.00000             0.00000             0.00000             
0.96750             0.00000             0.00000             0.00000             0.00000             
0.97250             0.00000             0.00000             0.00000             0.00000             
0.97750             0.00000             0.00000             0.00000             0.00000             
0.98250             0.00000             0.00000             0.00000             0.00000             
0.98750             0.00000             0.00000             0.00000             0.00000             
0.99250             0.00000             0.00000             0.00000             0.00000             
0.99750             0.00000             0.00000             0.00000             0.00000             
1.00250             0.00000             0.00000             0.00000             0.00000             
1.00750             0.00000             0.00000             0.00000             0.00000             
1.01250             0.00000             0.00000             0.00000             0.00000             
1.01750             0.00000             0.00000             0.00000             0.00000             
1.02250             0.00000             0.00000             0.00000             0.00000             
1.02750             0.00000             0.00000             0.00000             0.00000             
1.03250             0.00000             0.00000             0.00000             0.00000             
1.03750             0.00000             0.00000             0.00000             0.00000             
1.04250             0.00000             0.00000             0.00000             0.00000             
1.04750             0.00000             0.00000             0.00000             0.00000             
1.05250             0.00000             0.00000             0.00000             0.00000             
1.05750             0.00000             0.00000             0.00000             0.00000             
1.06250             0.00000             0.00000             0.00000             0.00000             
1.06750             0.00000             0.00000             0.00000             0.00000             
1.07250             0.00000             0.00000             0.00000             0.00000             
1.07750             0.00000             0.00000             0.00000             0.00000             
1.08250             0.00000             0.00000             0.00000             0.00000             
1.08750             0.00000             0.00000             0.00000             0.00000             
1.09250             0.00000             0.00000             0.00000             0.00000             
1.09750             0.00000             0.00000             0.00000             0.00000             
1.10250             0.00000             0.00000             0.00000             0.00000             
1.10750             0.00000             0.00000             0.00000             0.00000             
1.11250             0.00000             0.00000             0.00000             0.00000             
1.11750             0.00000             0.00000             0.00000             0.00000             
1.12250             0.00000             0.00000             0.00000             0.00000             
1.12750             0.00000             0.00000             0.00000             0.00000             
1.13250             0.00000             0.00000             0.00000             0.00000             
1.13750             0.00000             0.00000             0.00000             0.00000             
1.14250             0.00000             0.00000             0.00000             0.00000             
1.14750             0.00000             0.00000             0.00000             0.00000             
1.15250             0.00000             0.00000             0.00000             0.00000             
1.15750             0.00000             0.00000             0.00000             0.00000             
1.16250             0.00000             0.00000             0.00000             0.00000             
1.16750             0.00000             0.00000             0.00000             0.00000             
1.17250             0.00000             0.00000             0.00000             0.00000             
1.17750             0.00000             0.00000             0.00000             0.00000             
1.18250             0.00000             0.00000             0.00000             0.00000             
1.18750             0.00000             0.00000             0.00000             0.00000             
1.19250             0.00000             0.00000             0.00000             0.00000             
1.19750             0.00000             0.00000             0.00000             0.00000             
1.20250             0.00000             0.00000             0.00000             0.00000             
1.20750             0.00000             0.00000             0.00000             0.00000             
1.21250             0.00000             0.00000             0.00000             0.00000             
1.21750             0.00000             0.00000             0.00000             0.00000             
1.22250             0.00000             0.00000             0.00000             0.00000             
1.22750             0.00000             0.00000             0.00000             0.00000             
1.23250             0.00000             0.00000             0.00000             0.00000             
1.23750             0.00000             0.00000             0.00000             0.00000             
1.24250             0.00000             0.00000             0.00000             0.00000             
1.24750             0.00000             0.00000             0.00000             0.00000             
1.25250             0.00000             0.00000             0.00000             0.00000             
1.25750             0.00000             0.00000             0.00000             0.00000             
1.26250             0.00000             0.00000             0.00000             0.00000             
1.26750             0.00000             0.00000             0.00000             0.00000             
1.27250             0.00000             0.00000             0.00000             0.00000             
1.27750             0.00000             0.00000             0.00000             0.00000             
1.28250             0.00000             0.00000             0.00000             0.00000             
1.28750             0.00000             0.00000             0.00000             0.00000             
1.29250             0.00000             0.00000             0.00000             0.00000             
1.29750             0.00000             0.00000             0.00000             0.00000             
1.30250             0.00000             0.00000             0.00000             0.00000             
1.30750             0.00000             0.00000             0.00000             0.00000             
1.31250             0.00000             0.00000             0.00000             0.00000             
1.31750             0.00000             0.00000             0.00000             0.00000             
1.32250             0.00000             0.00000             0.00000             0.00000             
1.32750             0.00000             0.00000             0.00000             0.00000             
1.33250             0.00000             0.00000             0.00000             0.00000             
1.33750             0.00000             0.00000             0.00000             0.00000             
1.34250             0.00000             0.00000             0.00000             0.00000             
1.34750             0.00000             0.00000             0.00000             0.00000             
1.35250             0.00000             0.00000             0.00000             0.00000             
1.35750             0.00000             0.00000             0.00000             0.00000             
1.36250             0.00000             0.00000             0.00000             0.00000             
1.36750             0.00000             0.00000             0.00000             0.00000             
1.37250             0.00000             0.00000             0.00000             0.00000             
1.37750             0.00000             0.00000             0.00000             0.00000             
1.38250             0.00000             0.00000             0.00000             0.00000             
1.38750             0.00000             0.00000             0.00000             0.00000             
1.39250             0.00000             0.00000             0.00000             0.00000             
1.39750             0.00000             0.00000             0.00000             0.00000             
1.40250             0.00000             0.00000             0.00000             0.00000             
1.40750             0.00000             0.00000             0.00000             0.00000             
1.41250             0.00000             0.00000             0.00000             0.00000             
1.41750             0.00000             0.00000             0.00000             0.00000             
1.42250             0.00000             0.00000             0.00000             0.00000             
1.42750             0.00000             0.00000             0.00000             0.00000             
1.43250             0.00000             0.00000             0.00000             0.00000             
1.43750             0.00000             0.00000             0.00000             0.00000             
1.44250             0.00000             0.00000             0.00000             0.00000             
1.44750             0.00000             0.00000             0.00000             0.00000             
1.45250             0.00000             0.00000             0.00000             0.00000             
1.45750             0.00000             0.00000             0.00000             0.00000             
1.46250             0.00000             0.00000             0.00000             0.00000             
1.46750             0.00000             0.00000             0.00000             0.00000             
1.47250             0.00000             0.00000             0.00000             0.00000             
1.47750             0.00000             0.00000             0.00000             0.00000             
1.48250             0.00000             0.00000             0.00000             0.00000             
1.48750             0.00000             0.00000             0.00000             0.00000             
1.49250             0.00000             0.00000             0.00000             0.00000             
1.49750             0.00000             0.00000             0.00000             0.00000             
1.50250             0.00000             0.00000             0.00000             0.00000             
1.50750             0.00000             0.00000             0.00000             0.00000             
1.51250             0.00000             0.00000             0.00000             0.00000             
1.51750             0.00000             0.00000             0.00000             0.00000             
1.52250             0.00000             0.00000             0.00000             0.00000             
1.52750             0.00000             0.00000             0.00000             0.00000             
1.53250             0.00000             0.00000             0.00000             0.00000             
1.53750             0.00000             0.00000             0.00000             0.00000             
1.54250             0.00000             0.00000             0.00000             0.00000             
1.54750             0.00000             0.00000             0.00000             0.00000             
1.55250             0.00000             0.00000             0.00000             0.00000             
1.55750             0.00000             0.00000             0.00000             0.00000             
1.56250             0.00000             0.00000             0.00000             0.00000             
1.56750             0.00000             0.00000             0.00000             0.00000             
1.57250             0.00000             0.00000             0.00000             0.00000             
1.57750             0.00000             0.00000             0.00000             0.00000             
1.58250             0.00000             0.00000             0.00000             0.00000             
1.58750             0.00000             0.00000             0.00000             0.00000             
1.59250             0.00000             0.00000             0.00000             0.00000             
1.59750             0.00000             0.00000             0.00000             0.00000             
1.60250             0.00000             0.00000             0.00000             0.00000             
1.60750             0.00000             0.00000             0.00000             0.00000             
1.61250             0.00000             0.00000             0.00000             0.00000             
1.61750             0.00000             0.00000             0.00000             0.00000             
1.62250             0.00000             0.00000             0.00000             0.00000             
1.62750             0.00000             0.00000             0.00000             0.00000             
1.63250             0.00000             0.00000             0.00000             0.00000             
1.63750             0.00000             0.00000             0.00000             0.00000             
1.64250             0.00000             0.00000             0.00000             0.00000             
1.64750             0.00000             0.00000             0.00000             0.00000             
1.65250             0.00000             0.00000             0.00000             0.00000             
1.65750             0.00000             0.00000             0.00000             0.00000             
1.66250             0.00000             0.00000             0.00000             0.00000             
1.66750             0.00000             0.00000             0.00000             0.00000             
1.67250             0.00000             0.00000             0.00000             0.00000             
1.67750             0.00000             0.00000             0.00000             0.00000             
1.68250             0.00000             0.00000             0.00000             0.00000             
1.68750             0.00000             0.00000             0.00000             0.00000             
1.69250             0.00000             0.00000             0.00000             0.00000             
1.69750             0.00000             0.00000             0.00000             0.00000             
1.70250             0.00000             0.00000             0.00000             0.00000             
1.70750             0.00000             0.00000             0.00000             0.00000             
1.71250             0.00000             0.00000             0.00000             0.00000             
1.71750             0.00000             0.00000             0.00000             0.00000             
1.72250             0.00000             0.00000             0.00000             0.00000             
1.72750             0.00000             0.00000             0.00000             0.00000             
1.73250             0.00000             0.00000             0.00000             0.00000             
1.73750             0.00000             0.00000             0.00000             0.00000             
1.74250             0.00000             0.00000             0.00000             0.00000             
1.74750             0.00000             0.00000             0.00000             0.00000             
1.75250             0.00000             0.00000             0.00000             0.00000             
1.75750             0.00000             0.00000             0.00000             0.00000             
1.76250             0.00000             0.00000             0.00000             0.00000             
1.76750             0.00000             0.00000             0.00000             0.00000             
1.77250             0.00000             0.00000             0.00000             0.00000             
1.77750             0.00000             0.00000             0.00000             0.00000             
1.78250             0.00000             0.00000             0.00000             0.00000             
1.78750             0.00000             0.00000             0.00000             0.00000             
1.79250             0.00000             0.00000             0.00000             0.00000             
1.79750             0.00000             0.00000             0.00000             0.00000             
1.80250             0.00000             0.00000             0.00000             0.00000             
1.80750             0.00000             0.00000             0.00000             0.00000             
1.81250             0.00000             0.00000             0.00000             0.00000             
1.81750             0.00000             0.00000             0.00000             0.00000             
1.82250             0.00000             0.00000             0.00000             0.00000             
1.82750             0.00000             0.00000             0.00000             0.00000             
1.83250             0.00000             0.00000             0.00000             0.00000             
1.83750             0.00000             0.00000             0.00000             0.00000             
1.84250             0.00000             0.00000             0.00000             0.00000             
1.84750             0.00000             0.00000             0.00000             0.00000             
1.85250             0.00000             0.00000             0.00000             0.00000             
1.85750             0.00000             0.00000             0.00000             0.00000             
1.86250             0.00000             0.00000             0.00000             0.00000             
1.86750             0.00000             0.00000             0.00000             0.00000             
1.87250             0.00000             0.00000             0.00000             0.00000             
1.87750             0.00000             0.00000             0.00000             0.00000             
1.88250             0.00000             0.00000             0.00000             0.00000             
1.88750             0.00000             0.00000             0.00000             0.00000             
1.89250             0.00000             0.00000             0.00000             0.00000             
1.89750             0.00000             0.00000             0.00000             0.00000             
1.90250             0.00000             0.00000             0.00000             0.00000             
1.90750             0.00000             0.00000             0.00000             0.00000             
1.91250             0.00000             0.00000             0.00000             0.00000             
1.91750             0.00000             0.00000             0.00000             0.00000             
1.92250             0.00000             0.00000             0.00000             0.00000             
1.92750             0.00000             0.00000             0.00000             0.00000             
1.93250             0.00000             0.00000             0.00000             0.00000             
1.93750             0.00000             0.00000             0.00000             0.00000             
1.94250             0.00000             0.00000             0.00000             0.00000             
1.94750             0.00000             0.00000             0.00000             0.00000             
1.95250             0.00000             0.00000             0.00000             0.00000             
1.95750             0.00000             0.00000             0.00000             0.00000             
1.96250             0.00000             0.00000             0.00000             0.00000             
1.96750             0.00000             0.00000             0.00000             0.00000             
1.97250             0.00000             0.00000             0.00000             0.00000             
1.97750             0.00000             0.00000             0.00000             0.00000             
1.98250             0.00000             0.00000             0.00000             0.00000             
1.98750             0.00000             0.00000             0.00000             0.00000             
1.99250             0.00000             0.00000             0.00000             0.00000             
1.99750             0.00000             0.00000             0.00000             0.00000             
2.00250             0.00000             0.00000             0.00000             0.00000             
2.00750             0.00000             0.00000             0.00000             0.00000             
2.01250             0.00000             0.00000             0.00000             0.00000             
2.01750             0.00000             0.00000             0.00000             0.00000             
2.02250             0.00000             0.00000             0.00000             0.00000             
2.02750             0.00000             0.00000             0.00000             0.00000             
2.03250             0.00000             0.00000             0.00000             0.00000             
2.03750             0.00000             0.00000             0.00000             0.00000             
2.04250             0.00000             0.00000             0.00000             0.00000             
2.04750             0.00000             0.00000             0.00000             0.00000             
2.05250             0.00000             0.00000             0.00000             0.00000             
2.05750             0.00000             0.00000             0.00000             0.00000             
2.06250             0.00000             0.00000             0.00000             0.00000             
2.06750             0.00000             0.00000             0.00000             0.00000             
2.07250             0.00000             0.00000             0.00000             0.00000             
2.07750             0.00000             0.00000             0.00000             0.00000             
2.08250             0.00000             0.00000             0.00000             0.00000             
2.08750             0.00000             0.00000             0.00000             0.00000             
2.09250             0.00000             0.00000             0.00000             0.00000             
2.09750             0.00000             0.00000             0.00000             0.00000             
2.10250             0.00000             0.00000             0.00000             0.00000             
2.10750             0.00000             0.00000             0.00000             0.00000             
2.11250             0.00000             0.00000             0.00000             0.00000             
2.11750             0.00000             0.00000             0.00000             0.00000             
2.12250             0.00000             0.00000             0.00000             0.00000             
2.12750             0.00000             0.00000             0.00000             0.00000             
2.13250             0.00000             0.00000             0.00000             0.00000             
2.13750             0.00000             0.00000             0.00000             0.00000             
2.14250             0.00000             0.00000             0.00000             0.00000             
2.14750             0.00000             0.00000             0.00000             0.00000             
2.15250             0.00000             0.00000             0.00000             0.00000             
2.15750             0.00000             0.00000             0.00000             0.00000             
2.16250             0.00000             0.00000             0.00000             0.00000             
2.16750             0.00000             0.00000             0.00000             0.00000             
2.17250             0.00000             0.00000             0.00000             0.00000             
2.17750             0.00000             0.00000             0.00000             0.00000             
2.18250             0.00000             0.00000             0.00000             0.00000             
2.18750             0.00000             0.00000             0.00000             0.00000             
2.19250             0.00000             0.00000             0.00000             0.00000             
2.19750             0.00000             0.00000             0.00000             0.00000             
2.20250             0.00000             0.00000             0.00000             0.00000             
2.20750             0.00000             0.00000             0.00000             0.00000             
2.21250             0.00000             0.00000             0.00000             0.00000             
